Suburb,BoreCount,Intensity
GUNYAH,0,0
BARUNAH PARK,0,0
MOUNT BEST,0,0
KEILOR EAST,0,0
BUNKERS HILL,0,0
RIGGS CREEK,0,0
SUNSHINE NORTH,0,0
WINTON NORTH,0,0
KOOROOL,0,0
GLENGARRY,0,0
CROOKAYAN,0,0
EARLSTON,0,0
SHELFORD,0,0
BUNGULUKE,0,0
MARONG,0,0
COLAC EAST,0,0
ST JAMES,0,0
MOOLORT,1,1
WELSHPOOL,0,0
THE GURDIES,0,0
MIRBOO NORTH,0,0
FOSTER NORTH,0,0
HUNTERSTON,1,1
PORT FRANKLIN,0,0
CALDER PARK,0,0
KEILOR NORTH,0,0
LEDCOURT,0,0
GARFIELD NORTH,0,0
ENSAY,0,0
LOCKINGTON,10,10
BEENAK,0,0
NUNNIONG,0,0
NIDDRIE,0,0
PITTONG,0,0
DONALD,0,0
CONDAH SWAMP,0,0
BYADUK,0,0
WALHALLA EAST,0,0
GILDEROY,0,0
BAHGALLAH,0,0
POWELLTOWN,0,0
TOL TOL,0,0
LAKE POWELL,0,0
BOUNDARY BEND,1,1
YAMBUK,0,0
LIMESTONE,0,0
MOYHU,0,0
STRATHEWEN,0,0
MURCHISON EAST,1,1
KELVIN VIEW,0,0
REEDY FLAT,0,0
TAMLEUGH,1,1
STAUGHTON VALE,0,0
NARRUNG,0,0
NATYA,1,1
PIANGIL,0,0
NYAH,0,0
VINIFERA,0,0
BEVERFORD,0,0
SPEEWA,0,0
TYNTYNDER,0,0
MURRAYDALE,2,2
MURRABIT WEST,0,0
GONN CROSSING,2,2
MURRABIT,0,0
KOONDROOK,2,2
COHUNA,1,1
BURKES BRIDGE,0,0
HALLS GAP,0,0
DEREEL,0,0
BENAYEO,1,1
BUNYIP NORTH,0,0
ALVIE,0,0
NATTE YALLOCK,0,0
BOLTON,1,1
GAINSBOROUGH,0,0
FLAGGY CREEK,0,0
DELEGATE RIVER,0,0
TOOAN,0,0
DRUNG,1,1
MEERING WEST,0,0
TIMMERING,2,2
DUNOLLY,0,0
INDIGO VALLEY,2,2
EASTWOOD,0,0
KEW,0,0
TUBBUT,0,0
GRANITE FLAT,0,0
REDBANK,0,0
WALLALOO EAST,0,0
CHILDERS,0,0
DEDDICK VALLEY,0,0
BONANG,0,0
KOALLAH,0,0
POWERS CREEK,0,0
BRIDGEWATER,0,0
CANNIE,0,0
CLUNES,0,0
ADA,0,0
BAYSWATER NORTH,0,0
WEATHERBOARD,0,0
BURNSIDE HEIGHTS,0,0
DOUBLE BRIDGES,0,0
GOONGERAH,0,0
TAWONGA,0,0
MORTON PLAINS,0,0
MOROKA,0,0
DELACOMBE,0,0
MIOWERA,0,0
NAP NAP MARRA,0,0
TARNOOK,0,0
BLOWHARD,0,0
CRAIGIE,0,0
HEATHMERE,0,0
GOROKE,1,1
LAWLOIT,0,0
WANALTA,0,0
BURRAMBOOT,1,1
GATEWAY ISLAND,0,0
CARAPOOK,0,0
WEST WODONGA,0,0
BANDIANA,0,0
BARNAWARTHA NORTH,0,0
BARNAWARTHA,0,0
RUTHERGLEN,3,3
WAHGUNYAH,1,1
GOORAMADDA,1,1
BROWNS PLAINS,0,0
YARRAWONGA,0,0
BURRAMINE,1,1
COBRAM EAST,0,0
COBRAM,1,1
KOONOOMOO,1,1
MYWEE,2,2
ULUPNA,1,1
SUTTON GRANGE,0,0
EPPALOCK,0,0
CORAGULAC,0,0
MINGAY,1,1
GRASSMERE,0,0
BROWN HILL,0,0
DUTSON,0,0
VITE VITE,0,0
WOORARRA EAST,0,0
WONYIP,0,0
MALMSBURY,0,0
HUNTLY NORTH,0,0
HIAWATHA,0,0
ALBERTON,0,0
WOOROONOOK,0,0
WY YUNG,0,0
KNOWSLEY,0,0
HEDLEY,0,0
WOOREEN,0,0
WEMEN,1,1
YIELIMA,3,3
BARMAH,0,0
LOWER MOIRA,1,1
ECHUCA VILLAGE,2,2
ECHUCA,0,0
WHARPARILLA,0,0
TORRUMBARRY,0,0
LEOPOLD,0,0
BULLUMWAAL,0,0
POMPAPIEL,2,2
KEILOR LODGE,0,0
WYCHEPROOF SOUTH,0,0
INGLEWOOD,0,0
WOMBELANO,0,0
MACORNA,0,0
BRIGHT,1,1
BEALIBA,0,0
BULART,0,0
WONNANGATTA,0,0
GLENALADALE,0,0
MAGPIE,0,0
CALLAWADDA,0,0
SAILORS GULLY,0,0
WARRENMANG,0,0
SANDY CREEK,0,0
CATANI,0,0
POOWONG EAST,0,0
ORBOST,0,0
MODELLA,0,0
DRIFFIELD,0,0
LAKE FYANS,0,0
WALLINDUC,0,0
WILLOWVALE,0,0
REEDY DAM,0,0
WOODLEIGH,0,0
COCKATOO,0,0
PATHO,0,0
TARRANYURK,0,0
ANTWERP,2,2
HARCOURT NORTH,0,0
CARAG CARAG,1,1
COROP,0,0
MOUNT HELEN,0,0
COLBINABBIN,1,1
ALBERTON WEST,0,0
WALMER,0,0
WARRENHEIP,0,0
CRANBOURNE NORTH,0,0
SUNBURY,0,0
METCALFE,0,0
EDDINGTON,0,0
BELLARINE,0,0
BRIAGOLONG,0,0
BAMAWM,13,13
FORREST,1,1
LYONS,0,0
RIDDELLS CREEK,0,0
STRATFORD,0,0
TOOLONDO,0,0
KEVINGTON,0,0
KNOCKWOOD,0,0
ENOCHS POINT,0,0
MUNRO,0,0
CLEAR LAKE,0,0
BURRUMBEET,0,0
AXEDALE,0,0
KINGLAKE,0,0
TARCOMBE,0,0
COLAC COLAC,0,0
LONGWOOD EAST,0,0
NERRINA,0,0
CARBOOR,0,0
CLARKEFIELD,0,0
ST HELENS PLAINS,0,0
LYSTERFIELD SOUTH,0,0
WESTBURY,0,0
WHOROULY,0,0
MARKWOOD,0,0
EAST BENDIGO,0,0
ERRINUNDRA,0,0
CLUB TERRACE,0,0
BOBINAWARRAH,1,1
MUMBANNAR,3,3
BUNYIP,0,0
LONGWARRY NORTH,0,0
LABERTOUCHE,0,0
POMONAL,0,0
CALROSSIE,0,0
MARAMINGO CREEK,0,0
WHITE HILLS,0,0
BLAMPIED,0,0
CASTELLA,0,0
CUDGEWA,0,0
NARIEL VALLEY,0,0
ADELAIDE LEAD,0,0
NULLAWIL,0,0
DUMOSA,0,0
FRESHWATER CREEK,0,0
LEXTON,0,0
BURNBANK,1,1
GNARWARRE,0,0
MURGHEBOLUC,0,0
INVERLEIGH,0,0
HARCOURT,0,0
NARRACAN,0,0
TERRAPPEE,0,0
GONG GONG,0,0
NEEREMAN,0,0
RAVENSWOOD SOUTH,0,0
BARRABOOL,0,0
LINDSAY POINT,1,1
MURRAY-SUNSET,0,0
NEDS CORNER,2,2
CULLULLERAINE,0,0
WARGAN,0,0
YELTA,0,0
MERBEIN,0,0
NICHOLS POINT,2,2
RED CLIFFS,2,2
THOWGLA VALLEY,0,0
MYSIA,2,2
PORT FAIRY,0,0
IRAAK,1,1
NANGILOC,1,1
COLIGNAN,0,0
CANN RIVER,0,0
BUCKRABANYULE,0,0
SNAKE ISLAND,0,0
HIGHLANDS,0,0
MOUNT CLEAR,0,0
JUNORTOUN,0,0
KEILOR PARK,0,0
TIMOR,0,0
ROSS CREEK,0,0
TEDDYWADDY WEST,0,0
METCALFE EAST,0,0
HEIDELBERG HEIGHTS,0,0
IVANHOE,0,0
WARBURTON,0,0
FERNBANK,0,0
HUNTLY,0,0
MYERS FLAT,0,0
BAMAWM EXTENSION,4,4
GELLIBRAND,1,1
FIERY FLAT,0,0
BRIGHTON,0,0
OAKLANDS JUNCTION,0,0
BOLINDA,0,0
WABONGA,0,0
ELLERSLIE,1,1
MARLBED,0,0
HARRIETVILLE,0,0
WRATHUNG,0,0
KUNAT,1,1
PYALONG,0,0
COGHILLS CREEK,0,0
WILKUR,0,0
STRATHKELLAR,0,0
HAMILTON,0,0
MITRE,0,0
BOOLITE,0,0
MINYIP,1,1
SOUTHBANK,0,0
DENVER,0,0
CAMPBELLS BRIDGE,0,0
CHATSWORTH,0,0
NEWBRIDGE,0,0
BOIGBEAT,0,0
WANDOWN,1,1
DALYENONG,0,0
STUART MILL,0,0
JUNG,0,0
BINDI,0,0
ARBUCKLE,0,0
GLENHOPE,0,0
KYABRAM,4,4
STREATHAM,0,0
ILLABAROOK,0,0
TAMLEUGH NORTH,0,0
BO PEEP,0,0
OZENKADNOOK,2,2
DURHAM OX,0,0
BARRAPORT,0,0
WHROO,0,0
NAGAMBIE,0,0
LAKE CHARM,1,1
TUROAR,0,0
REDCASTLE,0,0
LAEN,0,0
RICH AVON WEST,0,0
IVANHOE EAST,0,0
KEW EAST,0,0
PINE GROVE,1,1
KAARIMBA,0,0
BURWOOD,0,0
ALMONDS,0,0
MOUNTAIN VIEW,0,0
STOCKDALE,0,0
WOODS POINT,0,0
SLATY CREEK,0,0
STAWELL,0,0
BYAWATHA,0,0
GRINGEGALGONA,0,0
BOORHAMAN,0,0
HOWQUA HILLS,0,0
LAKE WELLINGTON,1,1
BURAGWONDUC,0,0
FARADAY,0,0
GLENAROUA,0,0
COORIEMUNGLE,5,5
STOCKYARD HILL,0,0
CHESHUNT SOUTH,0,0
WINDERMERE,0,0
TARRINGTON,0,0
KORUMBURRA SOUTH,0,0
AMHERST,0,0
EASTVILLE,0,0
BARINGHUP WEST,0,0
JEFFCOTT NORTH,0,0
LOCH,0,0
SWANWATER WEST,0,0
YUULONG,0,0
SUNSHINE,0,0
TULLAMARINE,0,0
KENNINGTON,0,0
AREEGRA,0,0
SMOKEYTOWN,0,0
CHARLEROI,0,0
JARVIS CREEK,0,0
MOLLONGGHIP,0,0
MITTA MITTA,0,0
ESKDALE,0,0
EYNESBURY,0,0
WALKERVILLE SOUTH,0,0
TARWIN LOWER,0,0
WALKERVILLE,0,0
MAFFRA WEST UPPER,0,0
WODONGA,0,0
SUNSHINE WEST,0,0
GRAND RIDGE,0,0
QUEENSFERRY,0,0
GRANTVILLE,0,0
TAYLORS HILL,0,0
DELAHEY,0,0
TIMBARRA,0,0
HADFIELD,0,0
NALINGA,0,0
ELIZABETH ISLAND,0,0
ELMORE,0,0
GOWANGARDIE,0,0
STRATHBOGIE,0,0
MOORABBIN AIRPORT,0,0
SHEEP HILLS,0,0
HEALESVILLE,0,0
CAMBARVILLE,0,0
CHERRYPOOL,0,0
CHARAM,0,0
PERRY BRIDGE,0,0
YACKANDANDAH,0,0
GYMBOWEN,0,0
TONGIO,0,0
HENSLEY PARK,0,0
MONOMAK,0,0
CORNDALE,0,0
CONCONGELLA,0,0
TOONGABBIE,0,0
TOOLLEEN,0,0
KANCOONA,0,0
WILD DOG VALLEY,0,0
RUBY,0,0
MEENIYAN,0,0
MARDAN,0,0
MININERA,0,0
BROADMEADOWS,0,0
DRUMMOND NORTH,0,0
POUND CREEK,0,0
GORMANDALE,0,0
WILLOWMAVIN,0,0
NEERIM EAST,0,0
BOOLE POOLE,0,0
SCOTTS CREEK,0,0
KERGUNYAH,0,0
MEERLIEU,0,0
CANIAMBO,0,0
KANAGULK,0,0
ROSE RIVER,0,0
PORTLAND,0,0
STRATHDALE,0,0
LEARMONTH,0,0
ADDINGTON,0,0
SEDGWICK,0,0
YALLOURN,0,0
YALCA,0,0
BEARII,1,1
STRATHFIELDSAYE,0,0
KIATA,0,0
ROWSLEY,0,0
MADDINGLEY,0,0
WATERWAYS,0,0
STEIGLITZ,0,0
BRAESIDE,0,0
HEPBURN,0,0
TESBURY,0,0
HEPBURN SPRINGS,0,0
MACS COVE,0,0
BRUNSWICK EAST,0,0
TYNONG,0,0
BEVERIDGE,0,0
DEVON NORTH,0,0
NINTINGBOOL,0,0
MACKS CREEK,0,0
TANDARRA,1,1
FLORA HILL,0,0
LAKE TYRRELL,0,0
INVERGORDON,14,14
BETHANGA,0,0
BELLBRIDGE,0,0
TALLANGATTA EAST,0,0
BOLWARRA,0,0
NOORAT,0,0
ALLESTREE,0,0
LARPENT,0,0
NARRAWONG,0,0
YARRAM,0,0
LORNE,0,0
CLONBINANE,0,0
FLOWERDALE,0,0
TARRA VALLEY,0,0
SPRING GULLY,0,0
LITTLE RIVER,0,0
GISBORNE,0,0
WINGEEL,0,0
STEWARTON,0,0
EVERTON UPPER,0,0
JOHANNA,0,0
CHAPPLE VALE,0,0
LAVERS HILL,0,0
GLENAIRE,0,0
WONGARRA,0,0
COLAC,0,0
PITFIELD,0,0
HESSE,0,0
OUTTRIM,0,0
EPPING,0,0
JINDIVICK,0,0
MANNIBADAR,0,0
SMYTHESDALE,0,0
CARISBROOK,0,0
FERN HILL,0,0
YEUNGROON,1,1
CAPE CLEAR,0,0
LARA,0,0
LAVERTON NORTH,0,0
MOUNT COTTRELL,0,0
TOOLERN VALE,0,0
TRUGANINA,0,0
PLUMPTON,0,0
RYANSTON,0,0
WALPA,0,0
IGUANA CREEK,0,0
KONGWAK,0,0
FYANSFORD,0,0
MAUDE,0,0
SHE OAKS,0,0
STRATHTULLOH,0,0
BROOKFIELD,0,0
MELTON WEST,0,0
HARKNESS,0,0
THORNHILL PARK,0,0
NAR NAR GOON,0,0
DROUIN WEST,0,0
SANDRINGHAM,0,0
TYENNA,0,0
WURDIBOLUC,0,0
WILLIAMSTOWN,0,0
CHELTENHAM,0,0
GLEN IRIS,0,0
WANTIRNA SOUTH,0,0
PRESTON,0,0
MILL PARK,0,0
TEMPLESTOWE LOWER,0,0
TEMPLESTOWE,0,0
DIAMOND CREEK,0,0
CREMORNE,0,0
WATTLE GLEN,0,0
SOUTH MORANG,0,0
DEVON MEADOWS,0,0
MACEDON,0,0
SHEPPARTON,1,1
BROKEN CREEK,0,0
FLAGSTAFF,0,0
CERES,0,0
DERRIMUT,0,0
BRUNSWICK WEST,0,0
BRUNSWICK,0,0
MELTON SOUTH,0,0
WEIR VIEWS,0,0
COBBLEBANK,0,0
LONG FOREST,0,0
KURUNJANG,0,0
FIELDSTONE,0,0
ROCKBANK,1,1
AINTREE,0,0
KEILOR DOWNS,0,0
SPRINGVALE,0,0
TAYLORS LAKES,0,0
COBURG,0,0
BEAUMARIS,0,0
HAMPTON,0,0
SCORESBY,0,0
HAWTHORN EAST,0,0
NORTHCOTE,0,0
FAIRFIELD,0,0
SUGARLOAF,0,0
TYLDEN,0,0
MOUNT MACEDON,0,0
TINAMBA,0,0
JACKASS FLAT,0,0
DINGEE,0,0
TALLANGATTA SOUTH,0,0
TINAMBA WEST,0,0
NEWRY,0,0
MAFFRA,0,0
KIALLA,1,1
TALGARNO,0,0
SEPARATION CREEK,0,0
KADNOOK,0,0
CONNEWIRRICOO,0,0
TERANG,0,0
UPOTIPOTPON,0,0
GOOMALIBEE,0,0
TARRAWINGEE,1,1
EVERTON,0,0
TOWER HILL,0,0
SCARSDALE,0,0
DOOBOOBETIC,0,0
CHARLTON,0,0
NINDA,1,1
HIGHTON,0,0
SEA LAKE,0,0
MARUNGI,0,0
DUTTON WAY,0,0
COLAC WEST,0,0
ESSENDON,0,0
OAK PARK,0,0
NOBLE PARK,0,0
SOUTH YARRA,0,0
CRANBOURNE EAST,0,0
CLYDE NORTH,0,0
DONNYBROOK,0,0
GOLDEN SQUARE,0,0
SEDDON,0,0
PARAPARAP,1,1
WUK WUK,0,0
FORGE CREEK,0,0
METUNG,0,0
PRAIRIE,0,0
CALIVIL,2,2
TAHARA WEST,0,0
GRASSDALE,0,0
TEMPY,0,0
CULLA,0,0
GREAT WESTERN,1,1
UPPER PLENTY,0,0
FISH CREEK,0,0
FOSTER,0,0
ROSEDALE,0,0
COBBANNAH,0,0
KIRWANS BRIDGE,0,0
GOULBURN WEIR,2,2
RYANS,0,0
KILSYTH,0,0
CROYDON,0,0
NEWLYN,0,0
EDEN PARK,0,0
KOTUPNA,0,0
PICOLA,3,3
GREENWALD,0,0
WINNAP,0,0
MERINO,0,0
GERANGAMETE,1,1
BALLIANG EAST,0,0
CORA LYNN,0,0
HARKAWAY,0,0
GREENSBOROUGH,0,0
LYAL,0,0
MITIAMO,0,0
BLACK RANGE,0,0
NANDALY,0,0
MILDURA,8,8
IRYMPLE,1,1
TORQUAY,0,0
CONNEWARRE,0,0
BULLENGAROOK,0,0
MYRTLE CREEK,0,0
REDESDALE,0,0
KIMBOLTON,0,0
MYOLA,0,0
LARDNER,0,0
TAYLOR BAY,0,0
ASHBOURNE,0,0
MIRIMBAH,0,0
CREEK VIEW,0,0
BREAMLEA,0,0
WARNEET,0,0
GUYS HILL,0,0
TOOLANGI,0,0
DEVILS RIVER,0,0
PRAHRAN,0,0
JARRAHMOND,0,0
MONT ALBERT NORTH,0,0
BALWYN NORTH,0,0
BOX HILL NORTH,0,0
DONCASTER,0,0
MITCHAM,0,0
KITHBROOK,0,0
BETE BOLONG,0,0
WILLOW GROVE,0,0
TANJIL SOUTH,0,0
TAMINICK,0,0
WANGARATTA SOUTH,0,0
LAUNCHING PLACE,0,0
YARRA JUNCTION,0,0
MIRAM,0,0
NEWMERELLA,0,0
NARRE WARREN NORTH,0,0
NARRE WARREN,0,0
NEWFIELD,0,0
BOOSEY,0,0
ANAKIE,0,0
PORTSEA,0,0
MERRICKS,0,0
OFFICER SOUTH,0,0
RINGWOOD,0,0
CASHMORE,0,0
PORTLAND WEST,0,0
BONEGILLA,0,0
CLAYTON,0,0
MULGRAVE,0,0
LAKE EILDON,0,0
MOUNTAIN BAY,0,0
MOUNT BURNETT,0,0
GEMBROOK,0,0
RUFFY,0,0
PORTLAND NORTH,0,0
PORT CAMPBELL,0,0
HESKET,0,0
BOORCAN,0,0
ROBINVALE,1,1
FLINDERS,0,0
SHOREHAM,0,0
ROMSEY,0,0
CREIGHTONS CREEK,0,0
OVENS,0,0
MYRTLEBANK,0,0
EUROBIN,0,0
BUNDALAGUAH,0,0
ROCHFORD,0,0
CARLYLE,0,0
MURTOA,1,1
VIOLET TOWN,0,0
TOSTAREE,0,0
MERRICKS BEACH,0,0
BALNARRING BEACH,0,0
BALLYROGAN,0,0
MERTON,0,0
WANTIRNA,0,0
BACCHUS MARSH,0,0
PAKENHAM UPPER,0,0
LAKE TYERS,0,0
IRREWARRA,0,0
ONDIT,0,0
SMYTHES CREEK,0,0
KATUNGA,18,18
RINGWOOD EAST,0,0
OLD TALLANGATTA,0,0
TOORLOO ARM,0,0
DEANSIDE,0,0
GRANGEFIELDS,0,0
MELTON,0,0
BONNIE BROOK,0,0
NOWA NOWA,0,0
SYDENHAM,0,0
TANDAROOK,0,0
MOUNT DUNEED,0,0
ARMSTRONG CREEK,0,0
GISBORNE SOUTH,1,1
POINT LEO,0,0
FRASER RISE,0,0
CAROLINE SPRINGS,0,0
KEILOR,0,0
MELBOURNE AIRPORT,0,0
BULLA,0,0
SOMERS,0,0
HMAS CERBERUS,0,0
GLEN ALVIE,0,0
